,Macro,Zero,One,Roc
0,0.779722965532547,0.7243986254295531,0.8350473056355409,0.7908707526896805
1,0.758553259573963,0.6672185430463576,0.8498879761015684,0.7473459790998775
2,0.7844152870729131,0.7170658682634731,0.851764705882353,0.7832372273782717
3,0.7796149563776177,0.7155297532656023,0.8437001594896331,0.7825906751501802
4,0.7810753183887511,0.720682302771855,0.8414683340056474,0.7870662663421044
5,0.7800690979498135,0.7224546722454672,0.8376835236541598,0.788922327213886
6,0.7834795462551228,0.720406681190995,0.8465524113192506,0.7863922385672497
7,0.7808048399824437,0.7198859586600143,0.8417237213048732,0.7863706088814996
8,0.784809980549281,0.7233429394812679,0.8462770216172939,0.7888732219813728
9,0.77006768799385,0.6903073286052009,0.8498280473824991,0.7630660839512409
10,0.7774157389724381,0.711889132020423,0.8429423459244533,0.7796694984017416
11,0.7802523114950972,0.713864306784661,0.8466403162055335,0.7810362607066943
12,0.778258000510731,0.7229080932784636,0.8336079077429984,0.789688719592754
13,0.7756751367066553,0.717948717948718,0.8334015554645927,0.7853762279231059
14,0.771360604333611,0.7060518731988472,0.8366693354683747,0.7752430124423306
