,Macro,Zero,One,Roc
0,0.7364266219619848,0.6142034548944337,0.8586497890295358,0.7184761944847808
1,0.8004945759400575,0.7269763651181744,0.8740127867619406,0.7887013536675762
2,0.8075690703007028,0.7496318114874816,0.8655063291139241,0.8086445085150812
3,0.8099882861708269,0.741337630942788,0.8786389413988657,0.7990871103441342
4,0.8094499892482889,0.7443315089913994,0.8745684695051784,0.8022883038351186
5,0.7299596954769367,0.6009852216748768,0.8589341692789968,0.7120767304333186
6,0.7947725605282465,0.7120689655172414,0.8774761555392516,0.777617016599907
7,0.8093147294760197,0.7403225806451612,0.8783068783068783,0.7983452705815228
8,0.7752250354162573,0.6797853309481217,0.8706647398843931,0.7566824037245149
9,0.7767185724615226,0.6821428571428573,0.8712942877801879,0.7581660832497374
10,0.7668857006494552,0.6635859519408502,0.87018544935806,0.7470139341943118
11,0.8053552006411357,0.7403400309119011,0.8703703703703703,0.7997856907352456
12,0.8038920939788106,0.7379844961240309,0.8697996918335901,0.7979541824797206
13,0.7892414532578611,0.7075630252100841,0.8709198813056381,0.7748834919900013
14,0.7991613695800719,0.7263922518159807,0.8719304873441631,0.7885166244595503
