,Macro,Zero,One,Roc
0,0.7420246320605387,0.6319569120287254,0.852092352092352,0.7264546255959855
1,0.7488795300157703,0.6369545032497678,0.8608045567817729,0.7308103766371333
2,0.7155275508668227,0.5803921568627451,0.8506629448709003,0.6998840181174925
3,0.49070114922900904,0.17694369973190346,0.8044585987261146,0.5465973581384909
4,0.7421438107051255,0.6286764705882353,0.8556111508220157,0.7253404044868152
5,0.6558806912157751,0.4750542299349241,0.8367071524966261,0.6510365880749112
6,0.6800369619306497,0.5158562367864693,0.8442176870748299,0.6699765931725019
7,0.6706937941257567,0.5005324813631523,0.8408551068883611,0.6625120132443827
8,0.7259361392540042,0.598848368522073,0.8530239099859354,0.7093893881254194
9,0.6043787399458505,0.38162544169611307,0.8271320381955878,0.615055898123011
10,0.7538473451965413,0.6486972147349507,0.8589974756581319,0.7370712937825761
11,0.5177544264483432,0.22513089005235604,0.8103779628443305,0.562222175455334
12,0.7365273771597798,0.6161137440758294,0.8569410102437302,0.719033305039366
13,0.6854567297451584,0.5269709543568465,0.8439425051334702,0.6742429025401435
14,0.6187613184182157,0.4078341013824885,0.8296885354539429,0.6246074504329444
