,Macro,Zero,One,Roc
0,0.7162427389063593,0.58203125,0.8504542278127184,0.7005796755780972
1,0.5549202457071989,0.2928660826032541,0.8169744088111436,0.5836431639670481
2,0.7285436803654701,0.6015473887814313,0.855539971949509,0.7114056255889705
3,0.6603304550176123,0.4839400428265525,0.8367208672086721,0.6542594112516456
4,0.5818132902878665,0.3414043583535109,0.8222222222222222,0.6002652851727919
5,0.734620937398512,0.6116970278044104,0.8575448469926135,0.7169463326575518
6,0.6519945504407214,0.46840958605664496,0.8355795148247978,0.6480692290244661
7,0.690928775667603,0.5356773526370217,0.8461801986981844,0.6787401234178176
8,0.7054851454164954,0.5607287449392713,0.8502415458937197,0.690911206047894
9,0.7886785612554057,0.7123287671232876,0.8650283553875237,0.7786417960355709
10,0.772793381423257,0.6908212560386474,0.8547655068078668,0.7634817246692996
11,0.800913389053969,0.7339022498060512,0.8679245283018867,0.794940641127269
12,0.6478147975854445,0.4596685082872928,0.835961086883596,0.6452404168800405
13,0.7647728816909412,0.6760330578512397,0.8535127055306426,0.753373061804781
14,0.6957667741889566,0.547642928786359,0.8438906195915542,0.6828217035774331
