,Macro,Zero,One,Roc
0,0.706264496355202,0.5646123260437375,0.8479166666666667,0.691769963030775
1,0.6475462782713339,0.4605263157894736,0.8345662407531943,0.6447540412437186
2,0.7413503707472496,0.6239396795475967,0.8587610619469026,0.7234843436150338
3,0.6911995116778199,0.5378323108384458,0.844566712517194,0.6789494052421005
4,0.6288050330045081,0.42744656917885265,0.8301634968301634,0.6310992790884198
5,0.6908807432862416,0.5360824742268042,0.845679012345679,0.6786939411158112
6,0.6427042715349167,0.4527472527472527,0.8326612903225806,0.6409986601286557
7,0.7091045694538303,0.5700197238658777,0.8481894150417828,0.6942971287469046
8,0.746165083532834,0.6394316163410302,0.8528985507246376,0.7308132995676401
9,0.6901419878296147,0.537525354969574,0.8427586206896552,0.6780690185734695
10,0.764960530141538,0.6744769874476988,0.8554440728353772,0.7524681225198935
11,0.7917986643391974,0.7211838006230529,0.862413528055342,0.7855521883396119
12,0.7743905952861176,0.7121535181236673,0.8366276724485678,0.7802511615725833
13,0.7389439389523613,0.6200378071833648,0.8578500707213579,0.7212588243271999
14,0.6426129634282023,0.4496644295302014,0.8355614973262031,0.6416235826709973
