,Macro,Zero,One,Roc
0,0.6373299198302769,0.8887537993920972,0.38590604026845643,0.6792946407483853
1,0.6324663717492456,0.9226344549899338,0.3422982885085575,0.6215509893923991
2,0.637910037661274,0.8967587034813926,0.37906137184115524,0.6665922183543329
3,0.6326907804114664,0.8901664145234492,0.37521514629948366,0.6687011593399259
4,0.6170109825346639,0.8789731051344745,0.3550488599348534,0.6590857747245412
5,0.6239298685119119,0.9355474247115114,0.3123123123123123,0.598803179199655
6,0.6446081966352517,0.9010463378176382,0.3881700554528651,0.6703800971422117
7,0.5926811047331549,0.9387868670005565,0.24657534246575344,0.5708452707351385
8,0.6190002873708944,0.8517571884984025,0.3862433862433863,0.709989166486964
9,0.5553775743707094,0.9368421052631579,0.17391304347826086,0.5455790538389657
10,0.6374194427603209,0.931514634839443,0.34332425068119893,0.616330622387891
11,0.6235288705880058,0.8703761268262357,0.37668161434977576,0.685458447572985
12,0.649914889783455,0.9102715466351831,0.38955823293172687,0.6629570869658976
13,0.639677498868129,0.8751945222533457,0.4041604754829123,0.7092331310392984
14,0.6425096083081201,0.927876359473383,0.35714285714285715,0.6265043693457791
