,Macro,Zero,One,Roc
0,0.7687055501249049,0.7010909090909091,0.8363201911589009,0.7712783495029849
1,0.7665407018206074,0.700215672178289,0.8328657314629259,0.7706534269606433
2,0.7686650395983421,0.7084203201113431,0.8289097590853409,0.7775176369626776
3,0.7626285021356692,0.702888583218707,0.8223684210526315,0.7730911510032668
4,0.7583475284267258,0.7103403982016698,0.8063546586517818,0.780213748062097
5,0.7478691103739001,0.6933683519369664,0.8023698688108337,0.7652138532875953
6,0.7749702725203156,0.7033962264150944,0.8465443186255369,0.7728052883997072
7,0.7608631735851379,0.6974789915966386,0.824247355573637,0.7685693775093358
8,0.7539751893966415,0.6728110599078342,0.835139318885449,0.7500637198850469
9,0.769008567229693,0.7136086662153013,0.8244084682440848,0.7822025099788847
10,0.7780848318721002,0.7165242165242165,0.8396454472199839,0.7837048962593505
11,0.7726874090014388,0.7127882599580713,0.8325865580448065,0.7810175539514513
12,0.7594225149819226,0.6827794561933535,0.8360655737704917,0.7572973883031336
13,0.7559979952245799,0.6965986394557823,0.8153973509933774,0.7679228252812444
14,0.7585697578967491,0.7005420054200542,0.816597510373444,0.7712380130619919
