,Macro,Zero,One,Roc
0,0.7561067456631436,0.9180327868852459,0.5941807044410413,0.7460167692016814
1,0.7386773101112724,0.9144615384615384,0.5628930817610063,0.7248398344895793
2,0.7451364169461534,0.9026717557251909,0.5876010781671159,0.7605752868798814
3,0.7549132226637811,0.9118293065578914,0.5979971387696709,0.7581255363090303
4,0.7713067272309541,0.9225526641883519,0.6200607902735562,0.7621151300958449
5,0.7298360735717422,0.8893203883495145,0.5703517587939698,0.7595853876696191
6,0.7533996494622702,0.9087464477423429,0.5980528511821975,0.7624687304565353
7,0.7499742639489397,0.9166151945645461,0.5833333333333333,0.7387493273412161
8,0.7619113379443411,0.922556853103872,0.6012658227848101,0.7455186381023023
9,0.7393752887066716,0.8936307791787909,0.5851197982345523,0.7693543930072574
10,0.7586681494632055,0.9201356768424298,0.5972006220839813,0.7456113559346685
11,0.7593295460405729,0.9208500153988296,0.5978090766823161,0.7450959538665153
12,0.7621768629479828,0.9159112222569554,0.6084425036390102,0.7618778815247902
13,0.7303137306188878,0.9154714678059201,0.5451559934318555,0.7103222217374231
14,0.7462304876268013,0.9029589564110723,0.5895020188425304,0.7620287752519743
