,Macro,Zero,One,Roc
0,0.6742642983817335,0.9302593659942364,0.4182692307692307,0.6619096762268569
1,0.6228874290833085,0.934010152284264,0.311764705882353,0.5992575706232094
2,0.6665706144704977,0.9133392487429755,0.41980198019801984,0.6833636260949036
3,0.6560381543459924,0.9265341400172861,0.3855421686746988,0.644742922275962
4,0.6595559919901417,0.8878619839802835,0.43124999999999997,0.7238365525810458
5,0.6751512550405001,0.9239288837073739,0.42637362637362636,0.6754862244950349
6,0.6698239571373901,0.9316877152698049,0.40796019900497515,0.6535188379902036
7,0.6482139361910354,0.9130945390487375,0.38333333333333336,0.6557317498947455
8,0.6641263906045397,0.9334475864038847,0.39480519480519477,0.6435081071644948
9,0.6641504087502302,0.9092531984528415,0.41904761904761906,0.6875121941201237
10,0.6670266602258873,0.9115727002967359,0.4224806201550388,0.6876405532793198
11,0.6673412108114177,0.9298043728423476,0.4048780487804878,0.6536818541223828
12,0.6741978910655341,0.9175014731879787,0.4308943089430895,0.6871515048827824
13,0.6459949532743897,0.9338631847856941,0.3581267217630854,0.6224841604797552
14,0.6512025458476979,0.8930091185410334,0.4093959731543624,0.6967527699906555
