,Macro,Zero,One,Roc
0,0.5976406457162056,0.9322843495363866,0.26299694189602446,0.5781052647792736
1,0.5416140067067725,0.9381898454746137,0.14503816793893132,0.5371882156023126
2,0.6292804616229556,0.9400895856662933,0.3184713375796178,0.5993512728094226
3,0.6131731307304894,0.9378847229994404,0.28846153846153844,0.5874639310762659
4,0.5923825631950381,0.9372734875940897,0.24749163879598662,0.571299662158693
5,0.5733077757009718,0.9387302467424453,0.20788530465949823,0.5571750202807471
6,0.6166947026345624,0.931940129906806,0.30144927536231886,0.5953066757031515
7,0.6149782652864141,0.9332206255283179,0.29673590504451036,0.5926496411077908
8,0.6046676851030334,0.9312288613303271,0.2781065088757396,0.5848762104268713
9,0.5841874611760072,0.9370824053452116,0.23129251700680276,0.5652744832260251
10,0.6628631945985444,0.9276448544249063,0.39808153477218233,0.6516422270827557
11,0.642333079127988,0.9210297946196124,0.36363636363636365,0.635675631270345
12,0.6017710442129174,0.9284704551880123,0.27507163323782235,0.5841651006849246
13,0.6506446003318709,0.9214265004349087,0.37986270022883295,0.6458147212552499
14,0.6013946397651133,0.939275766016713,0.26351351351351354,0.5771618249591818
