,Macro,Zero,One,Roc
0,0.7456030849251188,0.9083490269930948,0.5828571428571429,0.7489819218406853
1,0.7070296489316743,0.8867623604465709,0.5272969374167776,0.722437351833268
2,0.726887842690396,0.9069478908188584,0.5468277945619335,0.7202421208022456
3,0.705863261267607,0.8720815521210129,0.5396449704142011,0.7460294951786727
4,0.708801847051199,0.880103694102398,0.5375,0.7371404002501564
5,0.7240651505357387,0.8875242404654169,0.5606060606060607,0.7520052503745074
6,0.7043360263550082,0.8727868852459016,0.5358851674641149,0.7417790188635339
7,0.7469139604992587,0.9141617601487451,0.5796661608497723,0.7388420451735822
8,0.7211187290722139,0.9035469819539514,0.5386904761904762,0.7171151664557791
9,0.7334950131961515,0.9167429094236047,0.5502471169686984,0.712713796413456
10,0.6857280644478433,0.8547523427041498,0.5167037861915368,0.7365213723693587
11,0.7063358416152654,0.8756121449559255,0.5370595382746052,0.7405455080937214
12,0.731223970506429,0.8955605237943148,0.5668874172185431,0.7494455110025161
13,0.7180118598254266,0.8912974179152057,0.5447263017356475,0.7336598455429993
14,0.7135316840149795,0.8816088225754135,0.5454545454545455,0.7432670491731751
